source,region_id,offset,cutoff_year,max_publication_year,possibility_pressure,question_pressure,anomaly_pressure,doubt_tension,pattern_formation,cross_domain_similarity,analogical_transfer,bridge_formation,collision_index,surprise_geometry,insight_coherence,leap_nonlinearity,originality_risk,density_gap,boundary_activity,complementarity,momentum,recombination,convergence,sequence_order_score,stage_possibility,stage_question,stage_pattern,stage_imagination,stage_insight,stage_discovery_readiness,core_geometry_score,n_docs,mean_citations,topic_entropy,activity_recent,activity_prior,question_rate,years_covered,quality_eligible,skg,pbs,bookwide_pbsk,match_case_id,label,target,domain,book_realm,landmark_year,cohort
OpenAlex,alphafold2,3,2018,2018,0.542507068400979,0.8545351056874642,0.42562819723499473,0.7206956331664798,0.5319490953664321,0.5124342977500251,0.05557299160638801,0.8181818181818182,0.5953716958378635,0.47726698537741985,0.5411651761102839,0.8,0.47726698537741985,0.48756570224997486,0.3181818181818182,0.9783453813630419,0.7692307692307693,0.13254878839087839,0.5754852349426405,0.3,0.4382325540702748,0.63998637826772,0.42635642475594054,0.48871273806766946,0.34560493076187393,0.5694067744401606,0.456729202264132,22,7.681818181818182,0.9783453813630419,9,2,0.3181818181818182,7,0,0.5334170607176533,0.5717808598240663,0.47509894509217504,alphafold2,AlphaFold2 protein structure prediction,1,Life Sciences,Life,2021,landmark
OpenAlex,alphafold2,1,2020,2020,0.47581155213194326,0.991956126942358,0.18908450658536546,0.906436798374148,0.5338158618176544,0.643404515558618,0.5752300788104441,0.9234449760765551,0.48862490146118975,0.45891528677247256,0.5265470104077814,0.985345838218054,0.45891528677247256,0.356595484441382,0.215311004784689,0.7800890853337618,0.964824120603015,0.9681584934837115,0.6232963977100039,0.3,0.3318121997378651,0.5539815643657139,0.6408446696729495,0.5136292145984863,0.6823796645112152,0.6582426693632274,0.3856437642760767,209,68.9090909090909,0.7800890853337618,191,6,0.6889952153110048,9,1,0.39125697199237314,0.6054330420072905,0.5483195246434921,alphafold2,AlphaFold2 protein structure prediction,1,Life Sciences,Life,2021,landmark
OpenAlex,singlecell,5,2004,2004,0.514019016542227,0.7240953054120138,0.08360327978126211,0.41937003270477297,0.5325835137630242,0.5356029306989075,0.3335430818907441,0.7932960893854749,0.5648191255755173,0.42963367031734834,0.49480069784339653,0.6869901245169601,0.42963367031734834,0.4643970693010925,0.3240223463687151,0.9724006160747529,0.6187845303867402,0.7850072706456656,0.46135059143343954,0.4,0.42607024550832434,0.29390398874461227,0.5994402735092228,0.4623950624764087,0.5637826259300098,0.5540087760210357,0.49194108030567446,179,15.262569832402235,0.9724006160747529,111,68,0.22905027932960895,6,1,0.5269505790539804,0.5926850016865056,0.4704487881400882,singlecell,Single-cell RNA sequencing,1,Life Sciences,Life,2009,landmark
OpenAlex,singlecell,3,2006,2006,0.503957398026783,0.8926156777700682,0.13593149062870274,0.4142489271135524,0.554290743805633,0.5353291822288823,0.3618413310588398,0.8206686930091185,0.5750292030340827,0.4137569178989801,0.5223384055102464,0.7715668279659604,0.4137569178989801,0.46467081777111774,0.25835866261398177,0.9567798089296945,0.6470588235294119,0.8236247477203161,0.4546513855774801,0.43333333333333335,0.392573292602239,0.3690472674832625,0.6185646733520983,0.45085527119264324,0.5804791456231505,0.6003158402467639,0.494780911146682,329,27.741641337386017,0.9567798089296945,186,101,0.3586626139817629,8,1,0.4861013301240629,0.5835808640010243,0.4913963267606938,singlecell,Single-cell RNA sequencing,1,Life Sciences,Life,2009,landmark
OpenAlex,singlecell,1,2008,2008,0.4902017951083213,0.9086976584311126,0.15702335833716338,0.43550211391548,0.5706267935884539,0.5380753955302112,0.40753223067082545,0.8533333333333334,0.5809936741665747,0.3856757308492512,0.5269293180261592,0.7715668279659604,0.3856757308492512,0.4619246044697888,0.17333333333333334,0.9314460675089141,0.7171717171717173,0.88756489663828,0.4510112315077045,0.5333333333333333,0.33984119897141435,0.39608766032482406,0.6400182970403924,0.4309523487156012,0.5952690178387338,0.6657816328070038,0.5071361720030511,600,51.47666666666667,0.9314460675089141,354,139,0.38,10,1,0.4209239455948484,0.5773247330281486,0.4950195433148093,singlecell,Single-cell RNA sequencing,1,Life Sciences,Life,2009,landmark
OpenAlex,rnai,5,1993,1993,0.4508074999731406,0.9193645695918081,0.09406074231509669,0.3604112717932955,0.5044561123372039,0.5780897611800283,0.3340142754046816,0.8867924528301887,0.612215162410947,0.4674042442494835,0.4763164689238912,0.7352941176470589,0.4674042442494835,0.4219102388199717,0.1320754716981132,0.9710462315823382,0.6545454545454545,0.6515500203640722,0.5803810249903577,0.4,0.2928719570691495,0.3147010388706212,0.6161846550276489,0.5017185905925328,0.5647447320905173,0.5774135415093857,0.452454517695713,53,36.264150943396224,0.9710462315823382,35,18,0.39622641509433965,6,0,0.37823412936279727,0.5554003623868636,0.4585088245419488,rnai,RNA interference,1,Life Sciences,Life,1998,landmark
OpenAlex,rnai,3,1995,1995,0.5230328120007043,0.9146974957381143,0.110656110524738,0.37040195333063125,0.5265550609448947,0.5130313924642409,0.3298934085271256,0.8666666666666667,0.6224004396032513,0.4441390984334811,0.49724922032327046,0.8316008316008314,0.4441390984334811,0.4869686075357591,0.28888888888888886,0.9659307530083099,0.5542168674698795,0.7419550659071091,0.4773468457611148,0.2,0.41903816525635623,0.33468947333888505,0.6184962649951034,0.46600865697278004,0.5605253486413295,0.4517257871184502,0.39999360748783924,90,46.41111111111111,0.9659307530083099,45,36,0.3888888888888889,8,1,0.5141138049644889,0.5772877134619516,0.4659608976389907,rnai,RNA interference,1,Life Sciences,Life,1998,landmark
OpenAlex,rnai,1,1997,1997,0.5088145704870439,0.9198783184115152,0.10984904817849984,0.25181798714907333,0.5523317441826714,0.512373074373688,0.34537739982211696,0.8676470588235294,0.6109683319175724,0.40321573840140673,0.5078792267667496,0.8316008316008314,0.40321573840140673,0.48762692562631205,0.23529411764705882,0.9466982331301627,0.5909090909090908,0.7768989196342072,0.46642287533742766,0.26666666666666666,0.38792946058458505,0.2941289751203691,0.6254800426323396,0.43673743240792207,0.5688113710031126,0.5079271640052755,0.4267839396053403,136,46.44117647058823,0.9466982331301627,64,44,0.39705882352941174,10,1,0.47713005221523314,0.5702135421811052,0.4561234065535017,rnai,RNA interference,1,Life Sciences,Life,1998,landmark
OpenAlex,graphene,5,1999,1999,0.4708974462365521,0.5432082833058546,0.21403026213849458,0.3150003633247751,0.5084900307606954,0.5144377321363085,0.12418632965082867,0.782608695652174,0.5683529282922257,0.4466178890270711,0.4635979505484619,0.9529411764705882,0.4466178890270711,0.4855622678636915,0.1956521739130435,0.9777156534153012,0.625,0.30845819118409634,0.5189850458943945,0.36666666666666664,0.3549920670357881,0.3320862346510264,0.4872437923337523,0.4681679521968388,0.4202401598997832,0.602197821821671,0.4552920699444939,46,17.369565217391305,0.9777156534153012,29,17,0.15217391304347827,6,0,0.452877480501099,0.5342295950409761,0.4353204224053731,graphene,Graphene isolation,1,Physical Sciences,Nature,2004,landmark
OpenAlex,graphene,3,2001,2001,0.49155097660066127,0.7217998935153256,0.24789107921699294,0.3062986363356543,0.5361338407642422,0.5221131908673193,0.22993446977095952,0.8227848101265823,0.5793298281191561,0.4215566819930489,0.4938243635215334,0.9529411764705882,0.4215566819930489,0.47788680913268067,0.27848101265822783,0.9528585761485376,0.625,0.535245655529243,0.4971728933729013,0.43333333333333335,0.40293011888679736,0.3798460300302155,0.561854134390316,0.4527156836553529,0.5084064307767932,0.6366822406924991,0.5014941756832686,79,20.341772151898734,0.9528585761485376,44,26,0.22784810126582278,8,1,0.5024000723356533,0.5636957791467487,0.482395634960981,graphene,Graphene isolation,1,Physical Sciences,Nature,2004,landmark
OpenAlex,graphene,1,2003,2003,0.477753153267762,0.7442768673618373,0.23549574953849794,0.3452140341355209,0.5427470448083875,0.5282825145908536,0.21005978777246104,0.84,0.575228750096,0.4169357549118847,0.5024298445286599,0.9529411764705882,0.4169357549118847,0.4717174854091464,0.232,0.9306081334982431,0.6161616161616162,0.47336636934363163,0.4793506960325163,0.36666666666666664,0.3739307442671993,0.39258648585774736,0.5520334837448903,0.4511644160881398,0.48488870041157295,0.5993456919564369,0.46182215212849254,125,19.648,0.9306081334982431,60,37,0.24,10,1,0.4669950399590285,0.5385286075449609,0.4688756780157816,graphene,Graphene isolation,1,Physical Sciences,Nature,2004,landmark
OpenAlex,transformer,5,2012,2012,0.5019060658860904,0.9608089409011557,0.46383255850050964,0.6684081837308637,0.5589085032432151,0.5254639382171225,0.39335878926973183,0.8165938864628821,0.5815675973080263,0.3803652468758733,0.4981822533623036,0.6580071174377224,0.3803652468758733,0.47453606178287755,0.11790393013100436,0.9659812006291193,0.6406926406926405,0.9167265678964333,0.4810850952622053,0.4666666666666667,0.3039531505580206,0.667851657682332,0.6320346891265243,0.42362494472792495,0.6034157720452848,0.5816062112387492,0.4681645975814878,229,42.10043668122271,0.9659812006291193,147,82,0.4890829694323144,6,1,0.37808437173882037,0.5716235556914705,0.5169030942193414,transformer,Transformer architecture,1,Computer Science,Machines,2017,landmark
OpenAlex,transformer,3,2014,2014,0.49552950656180916,0.9682916823401563,0.38086371188281365,0.7075961192380659,0.5664619896491284,0.5329444675712836,0.4109488888535184,0.8475935828877005,0.5890872110409298,0.36962829327127106,0.502552272569528,0.6580071174377224,0.36962829327127106,0.46705553242871645,0.09893048128342247,0.9474916177454292,0.6141975308641974,0.9097418891176103,0.5144827643902872,0.26666666666666666,0.2839592720679045,0.6390287728784578,0.6432506637000315,0.4175778533666434,0.6172912029756771,0.4758854901213208,0.38113592719214656,374,32.44919786096256,0.9474916177454292,198,124,0.516042780748663,8,1,0.35244498860615586,0.5629717594914474,0.49277400133725,transformer,Transformer architecture,1,Computer Science,Machines,2017,landmark
OpenAlex,transformer,1,2016,2016,0.4854104079962416,0.9706272291070486,0.4459021456797536,0.7015455541615753,0.5832241906556228,0.5359109655486722,0.40431415840997775,0.8561278863232682,0.5808039805025234,0.33734814451054834,0.503796525821794,0.6867107001321003,0.33734814451054834,0.46408903445132776,0.06927175843694494,0.926730482865008,0.5941043083900226,0.8812267320648391,0.5097058245210031,0.3333333333333333,0.24989383063041917,0.672123844926387,0.64152743090055,0.3936253849251738,0.6093789889351892,0.5142469846999701,0.3915250472487412,563,31.177619893428062,0.926730482865008,261,178,0.5257548845470693,10,1,0.31000615924381086,0.545712448293794,0.4866989389512139,transformer,Transformer architecture,1,Computer Science,Machines,2017,landmark
OpenAlex,resnet,5,2010,2010,0.4981942993801956,0.9472388016645246,0.4944687004935595,0.5454548236904323,0.5430467379684609,0.5478380898228492,0.4377107010806502,0.8531468531468531,0.5875900451201811,0.417336439382031,0.5034299153189528,0.9226837060702875,0.417336439382031,0.4521619101771508,0.1258741258741259,0.9485617120839603,0.5659722222222221,0.9365072562123856,0.67334414402558,0.23333333333333334,0.3049367252836774,0.6345302887352623,0.6466028840766538,0.4569565909048097,0.6821749238530939,0.49576392073798276,0.37281588502570306,286,31.045454545454547,0.9485617120839603,162,124,0.45104895104895104,6,1,0.3779479648113776,0.5848677301854563,0.5180729179056924,resnet,Deep residual networks,1,Computer Science,Machines,2015,landmark
OpenAlex,resnet,3,2012,2012,0.49871653559808876,0.9588711827679888,0.4810813012294463,0.552485119431163,0.5680550961862962,0.5469695361597186,0.4625752951891959,0.8829268292682927,0.604936684498973,0.3831257984154766,0.5192359907880691,0.9226837060702875,0.3831257984154766,0.45303046384028145,0.1073170731707317,0.9430625174062047,0.5569620253164557,0.9578435567196365,0.6662892232996116,0.2,0.2894343009811913,0.6340153554824924,0.6673437583752704,0.4314018244973407,0.6920020584720084,0.46842077045180774,0.351160997212832,410,28.714634146341464,0.9430625174062047,175,139,0.48292682926829267,8,1,0.3579141789587478,0.5799540538478173,0.5076964744352063,resnet,Deep residual networks,1,Computer Science,Machines,2015,landmark
OpenAlex,resnet,1,2014,2014,0.4957927910362795,0.9723312168866951,0.4942485345413391,0.6043677771171635,0.5824199939398063,0.5435513601871118,0.46150096207718927,0.8766666666666667,0.5959406576100345,0.3512130457309649,0.5160530336105773,0.9226837060702875,0.3512130457309649,0.4564486398128882,0.1,0.9334764017404077,0.6045454545454545,0.9684953281296963,0.48446231523509653,0.26666666666666666,0.28285511822958687,0.6622474684979267,0.6660547776397393,0.40625054364258245,0.6232810963578571,0.5298466358957963,0.3814570199986504,600,30.18166666666667,0.9334764017404077,265,173,0.5333333333333333,10,1,0.34927305824435423,0.5581857065907114,0.5057707755655207,resnet,Deep residual networks,1,Computer Science,Machines,2015,landmark
OpenAlex,diffusion,5,2015,2015,0.49459042611988896,0.9864569619850009,0.11710726941545656,0.8996896062623845,0.5422130380628694,0.5400789056014247,0.45019950077089976,0.8470588235294118,0.5632536925806809,0.4006434396607108,0.4850695157864494,0.7411944869831547,0.4006434396607108,0.4599210943985753,0.08235294117647059,0.9109427605568446,0.6091954022988506,0.9840886511787905,0.5825221924630442,0.5333333333333333,0.26558449451920313,0.470166375397302,0.6384644705147586,0.442579297901153,0.6527049310104976,0.622151054793352,0.4607233321208908,85,166.8470588235294,0.9109427605568446,52,33,0.6235294117647059,6,1,0.3255501082124509,0.5678098635585414,0.49283227487220094,diffusion,Diffusion generative models,1,Computer Science,Machines,2020,landmark
OpenAlex,diffusion,3,2017,2017,0.4855673398633858,0.9913585329601762,0.3799489622552249,0.9172526978798493,0.557785532900994,0.5359843760122442,0.46912450098452835,0.8971428571428571,0.5817123187846858,0.3833926629751159,0.4989637287771039,0.856637168141593,0.3833926629751159,0.46401562398775575,0.03428571428571429,0.8857903430135423,0.6923076923076924,0.9756058180467403,0.7015731781148153,0.5333333333333333,0.19768107363546844,0.7016949266182252,0.6554374216587172,0.4286931805785201,0.6989918495207915,0.6813416422445543,0.42159916875175885,175,129.48,0.8857903430135423,107,47,0.68,8,1,0.24154177252583167,0.5834610486254527,0.5145623981641496,diffusion,Diffusion generative models,1,Computer Science,Machines,2020,landmark
OpenAlex,diffusion,1,2019,2019,0.48374334961193866,0.9907480238454179,0.4393528510219242,0.8970962590732693,0.5666731525031152,0.5338532983553893,0.4706469665059065,0.8885714285714286,0.5747639678200406,0.36009553527746707,0.4934418402836976,0.856637168141593,0.36009553527746707,0.4661467016446107,0.045714285714285714,0.8823680161452998,0.7483221476510068,0.9921583433839218,0.4621988663391628,0.5333333333333333,0.21763555826988346,0.7309234629102093,0.6545938300984089,0.41060017920116404,0.6093712290267888,0.6992429240459898,0.433587313408077,350,88.10571428571428,0.8823680161452998,222,74,0.6714285714285714,10,1,0.26591414340372016,0.5596397871377569,0.5129603584208396,diffusion,Diffusion generative models,1,Computer Science,Machines,2020,landmark
OpenAlex,rag,5,2015,2015,0.5004967579062072,0.97614686198997,0.31688927226151603,0.8266952850944977,0.5687163971672793,0.530368382924996,0.4295172770733936,0.8455598455598455,0.5839698526228683,0.3635774814048109,0.5010102757393696,0.5990099009900992,0.3635774814048109,0.469631617075004,0.08108108108108109,0.9398695630866187,0.5977011494252874,0.9577643344542056,0.5202711270536158,0.36666666666666664,0.26711157543910913,0.6347305282094733,0.6469872917608064,0.412341639482026,0.6296680727091143,0.5082333667201565,0.4132303623562615,259,29.37837837837838,0.9398695630866187,155,104,0.5521235521235521,6,1,0.32954506660659666,0.5615887271657969,0.49366800486506013,rag,Retrieval-augmented generation,1,Computer Science,Machines,2020,landmark
OpenAlex,rag,3,2017,2017,0.49378945997233337,0.9805890102876866,0.3340628674548945,0.8063918866802723,0.5827786312848673,0.5262819786022556,0.41223223438658246,0.8387096774193549,0.5715708793614057,0.3417108232781253,0.5072680858478598,0.6064576509124943,0.3417108232781253,0.47371802139774444,0.04218362282878412,0.9248558357389428,0.5976331360946745,0.9339245576709613,0.5062277140732835,0.3333333333333333,0.21448744003793183,0.6416336398950427,0.6389697103221135,0.39461960370960536,0.6212957998246823,0.49435389990300704,0.3693161164929203,403,27.915632754342433,0.9248558357389428,201,135,0.5781637717121588,8,1,0.2643905577731042,0.5471230792853842,0.4691165090425807,rag,Retrieval-augmented generation,1,Computer Science,Machines,2020,landmark
OpenAlex,rag,1,2019,2019,0.48664652631066313,0.9851187699339444,0.3140209253469976,0.8121570079614576,0.5845589883157972,0.5252830617735668,0.4171965653254493,0.855,0.5711688899424316,0.33334931268891177,0.5024672893205062,0.6064576509124943,0.33334931268891177,0.47471693822643324,0.045,0.905982391725646,0.5969162995594712,0.9289262013580625,0.4907450858726573,0.26666666666666666,0.21824968378338236,0.6309995647871349,0.6406250205445791,0.38790988041763147,0.6118547306596711,0.4587339506503861,0.3445232509252502,600,36.09,0.905982391725646,270,182,0.6116666666666667,10,1,0.26848642547334606,0.5411816939410413,0.46105680643642005,rag,Retrieval-augmented generation,1,Computer Science,Machines,2020,landmark
OpenAlex,qec,5,1990,1988,0.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6666666666666666,0.0,0.0,0.5,6.299605249474364e-05,1.0000000000000004e-06,0.0034657242157757344,1.0000000000000004e-06,1.0000000000000004e-06,0.00693361274350635,0.06299605249474365,1,0.0,1.0,1,0,0.0,1,0,1.0000000000000008e-06,0.3,3.3885285812745255e-05,qec,Quantum error correction,1,Physical Sciences,Nature,1995,landmark
OpenAlex,qec,3,1992,1992,0.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.5,6.299605249474364e-05,1.0000000000000004e-06,0.0034657242157757344,1.0000000000000004e-06,1.0000000000000004e-06,0.006299605249474366,0.06299605249474365,2,0.0,1.0,1,1,0.0,2,0,1.0000000000000008e-06,0.275,3.334802452520675e-05,qec,Quantum error correction,1,Physical Sciences,Nature,1995,landmark
OpenAlex,qec,1,1994,1992,0.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6666666666666666,0.0,0.0,0.5,6.299605249474364e-05,1.0000000000000004e-06,0.0034657242157757344,1.0000000000000004e-06,1.0000000000000004e-06,0.00693361274350635,0.06299605249474365,2,0.0,1.0,1,0,0.0,2,0,1.0000000000000008e-06,0.3,3.3885285812745255e-05,qec,Quantum error correction,1,Physical Sciences,Nature,1995,landmark
OpenAlex,crispr_c1,5,2007,2007,0.46222931298972814,0.8960113397413787,0.040300741212750846,0.38270569903771007,0.5317487878901521,0.7134959777545536,0.6152650069199658,0.9032258064516129,0.5113220858223266,0.42389437607491615,0.48739195185522033,0.7641509433962266,0.42389437607491615,0.28650402224544635,0.31451612903225806,0.8800696853314167,0.7777777777777779,0.954716324828004,0.6881473330174179,0.26666666666666666,0.3466386965116477,0.23997379694803783,0.6679675040523619,0.5042380479691025,0.6841395711933815,0.5411709456197217,0.3883769040930002,124,55.903225806451616,0.8800696853314167,97,27,0.3629032258064516,6,1,0.42963227812650717,0.6115783664239041,0.4670017408822285,crispr,Zinc-finger nuclease engineering,0,Life Sciences,Life,2012,landmark
OpenAlex,crispr_c1,3,2009,2009,0.5029247254303448,0.9616364384189254,0.178398320785353,0.3743242830239296,0.560315282222605,0.5604221653077003,0.4825021335893306,0.9147540983606557,0.5670450422500571,0.37908105609599874,0.49971162054120855,0.8783847980997626,0.37908105609599874,0.4395778346922997,0.14426229508196722,0.8612079659390449,0.776271186440678,0.9411949112236329,0.37211207824735554,0.3,0.31712504121830176,0.40045146943874693,0.6552278267928865,0.43184360150481743,0.5593593844600188,0.5892141628374142,0.4011245409739504,305,40.514754098360655,0.8612079659390449,228,65,0.4918032786885246,8,1,0.37940136315780887,0.5553865999682307,0.47743093926377633,crispr,Zinc-finger nuclease engineering,0,Life Sciences,Life,2012,landmark
